1059954085	20220824	202208	2022	2022.6411											AUS	AUSTRALIA	AUS								0	130	130	13	3	-4.4	10	1	10	-0.58737151248164	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20220824103000	https://www.afr.com/companies/energy/windfall-profit-tax-would-solve-gas-crisis-grattan-20220824-p5bcce
1059954086	20220824	202208	2022	2022.6411											BGD	DHAKA	BGD								1	040	040	04	1	1.0	1	1	1	-5.75757575757576	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20220824103000	https://www.ndtv.com/india-news/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-in-goa-3282165
1059954087	20220824	202208	2022	2022.6411											BGD	DHAKA	BGD								1	040	040	04	1	1.0	1	1	1	-5.75757575757576	0								4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	4	Jaipur, Rajasthan, India	IN	IN24	17847	26.9167	75.8167	-2098033	20220824103000	https://www.ndtv.com/india-news/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-in-goa-3282165
1059954088	20220824	202208	2022	2022.6411											BGD	DHAKA	BGD								1	114	114	11	3	-2.0	1	1	1	-5.75757575757576	0								4	Anjuna, Goa, India	IN	IN33	70122	15.5833	73.7333	-2088938	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20220824103000	https://www.ndtv.com/india-news/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-in-goa-3282165
1059954089	20220824	202208	2022	2022.6411											BGD	DHAKA	BGD								1	114	114	11	3	-2.0	1	1	1	-5.75757575757576	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20220824103000	https://www.ndtv.com/india-news/bjp-leader-sonali-phogats-brother-claims-she-was-murdered-in-goa-3282165
1059954090	20220824	202208	2022	2022.6411											BLZ	BELIZE	BLZ								1	042	042	04	1	1.9	1	1	1	-6.69398907103825	0								1	Belize	BH	BH		17.25	-88.75	BH	1	Belize	BH	BH		17.25	-88.75	BH	20220824103000	https://news.yahoo.com/john-mcafee-netflix-documentary-throws-095010211.html
1059954091	20220824	202208	2022	2022.6411											BLZGOV	BELIZE	BLZ					GOV			1	042	042	04	1	1.9	1	1	1	-6.69398907103825	0								1	Belize	BH	BH		17.25	-88.75	BH	1	Belize	BH	BH		17.25	-88.75	BH	20220824103000	https://news.yahoo.com/john-mcafee-netflix-documentary-throws-095010211.html
1059954092	20220824	202208	2022	2022.6411											BUS	COMPANIES						BUS			0	031	031	03	1	5.2	5	1	5	-3.01941049604601	0								4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	20220824103000	https://allafrica.com/stories/202208240197.html
1059954093	20220824	202208	2022	2022.6411											BUS	INVESTOR						BUS			0	031	031	03	1	5.2	10	1	10	0.74850299401198	0								1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20220824103000	https://www.nation.sc/articles/14787/stakeholders-contribute-to-new-aquaculture-policy-to-address-sector-challenges-
1059954094	20220824	202208	2022	2022.6411											BUS	COMPANY						BUS			0	036	036	03	1	4.0	10	1	10	2.04081632653061	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20220824103000	https://economictimes.indiatimes.com/industry/renewables/with-an-eye-on-luxury-ev-market-leadership-mercedes-benz-to-bring-3-new-cars-in-3-months/articleshow/93751948.cms
1059954095	20220824	202208	2022	2022.6411											BUS	BUSINESS						BUS			0	043	043	04	1	2.8	5	1	5	-1.89456342668864	0								4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	4	Sichuan, Gansu, China	CH	CH15	13024	35.1221	105.48	10650455	20220824103000	https://www.china-briefing.com/news/compliance-with-chinas-advertising-laws-common-pitfalls-and-red-flags/
1059954096	20220824	202208	2022	2022.6411											BUS	INVESTOR						BUS			0	071	071	07	2	7.4	10	1	10	0.74850299401198	0								1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20220824103000	https://www.nation.sc/articles/14787/stakeholders-contribute-to-new-aquaculture-policy-to-address-sector-challenges-
1059954097	20220824	202208	2022	2022.6411											CAN	CANADIAN	CAN								1	190	190	19	4	-10.0	8	1	8	-4.23280423280424	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20220824103000	http://www.metalunderground.com/news/details.cfm?newsid=154047
1059954098	20220824	202208	2022	2022.6411											CANGOV	CANADA	CAN					GOV			0	020	020	02	1	3.0	10	1	10	-2.33281493001555	0								4	Pine Falls, Manitoba, Canada	CA	CA03	12585	50.55	-96.2333	-571330	4	Pine Falls, Manitoba, Canada	CA	CA03	12585	50.55	-96.2333	-571330	20220824103000	https://www.cbc.ca/news/canada/manitoba/lawsuit-cfs-indigenous-children-discrimination-1.6559658
1059954099	20220824	202208	2022	2022.6411											CHN	CHINESE	CHN								1	020	020	02	1	3.0	2	1	2	-1.77777777777778	0								1	China	CH	CH		35	105	CH	4	Da Nang, Ð N?ng, Vietnam, Republic Of	VM	VM78	73992	16.0678	108.221	-3712125	20220824103000	https://e.vnexpress.net/news/news/interpreters-jailed-for-helping-chinese-nationals-enter-vietnam-4503337.html
1059954100	20220824	202208	2022	2022.6411											CHN	CHINA	CHN								1	036	036	03	1	4.0	4	1	4	3.43980343980344	0								4	Yantai, Shandong, China	CH	CH25	13327	37.5333	121.4	-1935855	4	Yantai, Shandong, China	CH	CH25	13327	37.5333	121.4	-1935855	20220824103000	https://renews.biz/80007/van-oord-invests-in-jack-up-power-system/
1059954101	20220824	202208	2022	2022.6411											COP	PRISON						COP			0	031	031	03	1	5.2	10	1	10	-6.19212962962963	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824103000	https://www.texastribune.org/2022/08/24/texas-prisons-air-conditioning/
1059954102	20220824	202208	2022	2022.6411											COP	PRISON						COP			0	051	051	05	1	3.4	3	1	3	-6.19212962962963	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824103000	https://www.texastribune.org/2022/08/24/texas-prisons-air-conditioning/
1059954103	20220824	202208	2022	2022.6411											COP	POLICE FORCE						COP			1	0841	084	08	2	7.0	10	1	10	-0.76923076923077	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20220824103000	https://www.prokerala.com/news/articles/a1338441.html
1059954104	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	100	100	10	3	-5.0	5	1	5	-9.86547085201792	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20220824103000	https://arynews.tv/terrorism-case-imran-khan-decides-to-approach-atc-for-pre-arrest-bail/
1059954105	20220824	202208	2022	2022.6411											COP	POLICE						COP			1	173	173	17	4	-5.0	5	1	5	-4.42708333333334	0								5	Nottinghamshire, Nottinghamshire, United Kingdom	UK	UKJ9	40126	53.1667	-1	-2604470	5	Nottinghamshire, Nottinghamshire, United Kingdom	UK	UKJ9	40126	53.1667	-1	-2604470	20220824103000	https://www.ndtv.com/world-news/watch-50-teenagers-storm-mcdonalds-outlet-in-uk-steal-food-and-drinks-3282020
1059954106	20220824	202208	2022	2022.6411											CRM	GANG						CRM			1	043	043	04	1	2.8	2	1	2	-3.37078651685393	0								4	Ballintubber, Mayo, Ireland	EI	EI20	18298	53.7333	-9.3	-1500416	4	Ballintubber, Mayo, Ireland	EI	EI20	18298	53.7333	-9.3	-1500416	20220824103000	https://www.sundayworld.com/crime/irish-crime/brave-una-93-back-behind-shop-counter-as-gardai-step-up-the-hunt-for-ruthless-burglary-gang/1770581170.html
1059954107	20220824	202208	2022	2022.6411											CVL	IMMIGRANT						CVL			0	020	020	02	1	3.0	10	1	10	-2.37430167597765	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20220824103000	https://www.fredericknewspost.com/opinion/editorial/after-choosing-council-candidate-democrats-must-address-internal-fractures/article_12db5047-2b30-57af-a6e4-7a287f087e34.html
1059954108	20220824	202208	2022	2022.6411											CVL	TOURIST						CVL			0	036	036	03	1	4.0	10	1	10	-2.6097271648873	0								4	Balfron, Stirling, United Kingdom	UK	UKW6	40176	56.0667	-4.33333	-2589007	4	Balfron, Stirling, United Kingdom	UK	UKW6	40176	56.0667	-4.33333	-2589007	20220824103000	https://www.heraldscotland.com/news/20718949.letters-culpability-edinburgh-bin-strike-lies-squarely-profligate-scottish-government/
1059954109	20220824	202208	2022	2022.6411											CVL	NEIGHBORHOOD						CVL			1	060	060	06	2	6.0	10	1	10	-2.19409282700422	0								3	Lawrenceville, Pennsylvania, United States	US	USPA	PA003	40.4676	-79.9606	1179057	3	Lawrenceville, Pennsylvania, United States	US	USPA	PA003	40.4676	-79.9606	1179057	20220824103000	https://www.pghcitypaper.com/pittsburgh/neighborhood-advocates-back-city-on-inclusionary-zoning-lawsuit/Content?oid=22278192
1059954110	20220824	202208	2022	2022.6411											DEU	STUTTGART	DEU								1	042	042	04	1	1.9	5	1	5	2.04081632653061	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20220824103000	https://economictimes.indiatimes.com/industry/renewables/with-an-eye-on-luxury-ev-market-leadership-mercedes-benz-to-bring-3-new-cars-in-3-months/articleshow/93751948.cms
1059954111	20220824	202208	2022	2022.6411											DEU	STUTTGART	DEU								1	061	061	06	2	6.4	5	1	5	2.04081632653061	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20220824103000	https://economictimes.indiatimes.com/industry/renewables/with-an-eye-on-luxury-ev-market-leadership-mercedes-benz-to-bring-3-new-cars-in-3-months/articleshow/93751948.cms
1059954112	20220824	202208	2022	2022.6411											DNK	DANISH	DNK								1	042	042	04	1	1.9	10	1	10	0.83565459610028	0								4	Disko Bay, Qaasuitsup Kommunia, Greenland	GL	GL05	25042	69	-52	-2085410	4	Disko Bay, Qaasuitsup Kommunia, Greenland	GL	GL05	25042	69	-52	-2085410	20220824103000	https://www.capitalfm.co.ke/business/2022/08/greenland-treads-softly-on-tourism-as-icebergs-melt/
1059954113	20220824	202208	2022	2022.6411											DNKGRL	GREENLAND	DNK								0	042	042	04	1	1.9	1	1	1	-1.79186767746382	0								2	California, United States	US	USCA		36.17	-119.746	CA	1	Greenland	GL	GL		72	-40	GL	20220824103000	https://www.washingtonpost.com/climate-environment/2022/08/24/methane-hydrates-ocean-global-warming/
1059954114	20220824	202208	2022	2022.6411											DNKGRL	GREENLAND	DNK								0	042	042	04	1	1.9	4	1	4	-1.79186767746382	0								1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20220824103000	https://www.washingtonpost.com/climate-environment/2022/08/24/methane-hydrates-ocean-global-warming/
1059954115	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	010	010	01	1	0.0	7	1	7	-0.58181818181818	0								1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20220824103000	https://tass.com/pressreview/1497505
1059954116	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			1	013	013	01	1	0.4	10	1	10	-0.14836795252226	0								4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	4	Kharkiv, Kharkivs'ka Oblast', Ukraine	UP	UP07	25036	49.9808	36.2527	-1041320	20220824103000	https://www.dailyherald.com/news/20220824/straight-from-the-source-in-estonia-ukrainian-independence-day-is-far-from-happy-for-refugees
1059954117	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	013	013	01	1	0.4	3	1	3	0.94191522762952	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220824103000	https://www.eastvalleytribune.com/casteel-other-cusd-schools-get-updated-cafeterias/article_61e00f95-6fee-5950-aec1-bcd95464e5a9.html
1059954118	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	10	1	10	5.34016093635699	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20220824103000	https://www.thelawyermag.com/au/news/general/dmaw-lawyers-homegrown-star-had-to-act-opposite-her-first-boss-in-the-supreme-court/417921
1059954119	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	10	1	10	-1.02040816326531	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20220824103000	https://www.staugustine.com/story/news/politics/elections/2022/08/23/2-st-johns-county-school-board-races-head-general-election/7873485001/
1059954120	20220824	202208	2022	2022.6411											EDU	STUDENT						EDU			0	100	100	10	3	-5.0	13	1	10	0.94191522762952	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220824103000	https://www.eastvalleytribune.com/casteel-other-cusd-schools-get-updated-cafeterias/article_61e00f95-6fee-5950-aec1-bcd95464e5a9.html
1059954121	20220824	202208	2022	2022.6411											EDU	SCHOOL						EDU			0	101	101	10	3	-5.0	7	1	7	-0.58181818181818	0								1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20220824103000	https://tass.com/pressreview/1497505
1059954122	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								1	057	057	05	1	8.0	2	1	2	-0.87623220153341	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824103000	https://www.jpost.com/jerusalem-report/article-715460
1059954123	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								1	057	057	05	1	8.0	1	1	1	-0.87623220153341	0								1	Egypt	EG	EG		27	30	EG	1	Egypt	EG	EG		27	30	EG	20220824103000	https://www.jpost.com/jerusalem-report/article-715460
1059954124	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								1	057	057	05	1	8.0	2	1	2	-0.87623220153341	0								1	United States	US	US		39.828175	-98.5795	US	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824103000	https://www.jpost.com/jerusalem-report/article-715460
1059954125	20220824	202208	2022	2022.6411											EGY	EGYPT	EGY								1	057	057	05	1	8.0	5	1	5	-0.87623220153341	0								1	West Bank	WE	WE		31.666667	35.25	WE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20220824103000	https://www.jpost.com/jerusalem-report/article-715460
1059954126	20220824	202208	2022	2022.6411											FRA	FRENCH	FRA								1	040	040	04	1	1.0	2	1	2	2.26537216828479	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824103000	https://www.90min.com/posts/fulham-hopeful-layvin-kurzawa-neal-maupay-justin-kluivert-transfers
1059954127	20220824	202208	2022	2022.6411											FRA	FRENCH	FRA								1	040	040	04	1	1.0	1	1	1	2.26537216828479	0								1	Netherlands	NL	NL		52.5	5.75	NL	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20220824103000	https://www.90min.com/posts/fulham-hopeful-layvin-kurzawa-neal-maupay-justin-kluivert-transfers
1059954128	20220824	202208	2022	2022.6411											FRA	FRENCH	FRA								1	040	040	04	1	1.0	7	1	7	2.26537216828479	0								1	Netherlands	NL	NL		52.5	5.75	NL	1	Netherlands	NL	NL		52.5	5.75	NL	20220824103000	https://www.90min.com/posts/fulham-hopeful-layvin-kurzawa-neal-maupay-justin-kluivert-transfers
1059954129	20220824	202208	2022	2022.6411											FRA	FRANCE	FRA								0	080	080	08	2	5.0	2	1	2	-3.64618501012829	0								4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20220824103000	https://www.aljazeera.com/news/2022/8/24/6-months-since-russia-invaded-ukraine-what-next-for-both-sides
1059954130	20220824	202208	2022	2022.6411											FRA	FRANCE	FRA								0	080	080	08	2	5.0	2	1	2	-3.64618501012829	0								1	France	FR	FR		46	2	FR	1	Syria	SY	SY		35	38	SY	20220824103000	https://www.aljazeera.com/news/2022/8/24/6-months-since-russia-invaded-ukraine-what-next-for-both-sides
1059954131	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								0	030	030	03	1	4.0	2	1	2	3.9426523297491	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20220824103000	https://www.90min.com/posts/guro-reiten-signs-new-three-year-chelsea-contract-wsl
1059954132	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	5	1	5	3.96825396825397	0								5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	5	Hampshire, Hampshire, United Kingdom	UK	UKF2	40112	51.0833	-1.16667	-2598067	20220824103000	https://www.basingstokegazette.co.uk/news/20736392.chris-evans-family-festival-carfest-returns-hampshire-farm-star-studded-line/
1059954133	20220824	202208	2022	2022.6411											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	1	1	1	3.96825396825397	0								4	Laverstoke, Hampshire, United Kingdom	UK	UKF2	40112	51.2333	-1.28333	-2600829	4	Laverstoke, Hampshire, United Kingdom	UK	UKF2	40112	51.2333	-1.28333	-2600829	20220824103000	https://www.basingstokegazette.co.uk/news/20736392.chris-evans-family-festival-carfest-returns-hampshire-farm-star-studded-line/
1059954134	20220824	202208	2022	2022.6411											GHA	GHANA	GHA								1	051	051	05	1	3.4	7	1	7	5.56701030927835	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20220824103000	https://allafrica.com/stories/202208240207.html
1059954135	20220824	202208	2022	2022.6411											GOV	PRESIDENT						GOV			0	012	012	01	1	-0.4	10	1	10	-3.29138431752178	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20220824103000	https://www.mycentraljersey.com/story/news/local/middlesex-county/2022/08/24/nj-india-day-parade-muslims-bulldozer/65415937007/
1059954136	20220824	202208	2022	2022.6411											GOV	KING						GOV			1	042	042	04	1	1.9	10	1	10	-1.8018018018018	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20220824103000	https://www.ecr.co.za/news/news/everything-is-too-costly-laments-national-shutdown-supporters-in-durban/
1059954137	20220824	202208	2022	2022.6411											GOV	KING						GOV			1	042	042	04	1	1.9	3	1	3	-6.69398907103825	0								1	Belize	BH	BH		17.25	-88.75	BH	1	Belize	BH	BH		17.25	-88.75	BH	20220824103000	https://news.yahoo.com/john-mcafee-netflix-documentary-throws-095010211.html
1059954138	20220824	202208	2022	2022.6411											GOV	FINANCE MINIST						GOV			1	043	043	04	1	2.8	6	1	6	-0.85470085470085	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20220824103000	https://www.modernghana.com/news/1179017/falling-cedi-council-of-state-intervenes-invites.html
1059954139	20220824	202208	2022	2022.6411											GOV	HEAD OF STATE						GOV			0	051	051	05	1	3.4	10	1	10	-2.12765957446808	0								4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20220824103000	https://www.tiranatimes.com/?p=152680
1059954140	20220824	202208	2022	2022.6411											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	6	1	6	-12.6811594202899	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20220824103000	https://www.sundayworld.com/crime/courts/mum-of-finglas-woman-who-was-fatally-shot-by-her-brother-breaks-down-at-inquest/1937438962.html
